OBSERVATION DATE
5/21/09
5/21/09
5/21/09
6/11/09
6/11/09
7/9/09
7/9/09
7/7/09
7/17/09
7/7/09
8/21/09
8/16/09
8/16/09
8/8/09
5/29/10
5/27/10
5/28/10
5/27/10
5/21/10
5/27/10
5/20/10
5/20/10
5/20/10
6/3/10
6/19/10
6/3/10
6/3/10
6/10/10
6/3/10
6/20/10
6/17/10
6/10/10
6/10/10
6/10/10
6/17/10
6/19/10
6/16/10
6/17/10
6/17/10
6/16/10
6/16/10
6/16/10
6/22/10
6/20/10
6/20/10
6/27/10
6/17/10
6/8/10
7/18/10
8/7/10
8/12/10
9/12/10
9/30/10
5/31/11
6/16/11
6/16/11
6/23/11
6/9/11
6/22/11
6/23/11
6/21/11
6/19/11
6/23/11
6/23/11
6/11/11
6/26/11
6/16/11
6/1/11
6/9/11
6/16/11
6/2/11
6/9/11
6/2/11
6/26/11
7/22/11
7/14/11
7/21/11
7/14/11
7/14/11
7/14/11
7/10/11
7/14/11
7/14/11
7/22/11
7/21/11
8/13/11
8/27/11
5/22/12
5/22/12
5/31/12
5/24/12
5/22/12
5/22/12
5/24/12
5/28/12
5/31/12
6/9/12
6/14/12
6/28/12
6/9/12
6/19/12
6/10/12
6/10/12
6/9/12
6/7/12
6/4/12
6/14/12
6/9/12
6/14/12
6/14/12
6/17/12
6/16/12
6/17/12
6/23/12
6/14/12
6/19/12
6/24/12
6/3/12
6/4/12
6/1/12
6/24/12
6/26/12
6/3/12
6/7/12
6/6/12
6/26/12
6/28/12
6/28/12
7/29/12
7/30/12
7/27/12
7/4/12
7/27/12
8/24/12
8/23/12
8/20/12
8/20/12
8/20/12
8/24/12
9/9/12
5/30/13
5/30/13
5/20/13
5/30/13
5/23/13
5/23/13
5/23/13
6/14/13
6/14/13
6/11/13
6/11/13
6/28/13
6/7/13
6/27/13
6/2/13
6/2/13
6/22/13
6/8/13
6/9/13
6/27/13
6/26/13
6/10/13
6/24/13
6/28/13
6/11/13
6/11/13
6/11/13
6/22/13
7/12/13
8/22/13
8/22/13
8/8/13
8/8/13
9/7/13
5/20/14
5/26/14
5/17/14
5/17/14
5/17/14
5/25/14
5/29/14
6/19/14
6/19/14
6/19/14
6/19/14
6/25/14
6/28/14
6/28/14
6/26/14
6/14/14
6/29/14
6/28/14
6/29/14
6/14/14
6/26/14
6/29/14
6/28/14
6/16/14
6/19/14
6/26/14
6/29/14
7/20/14
7/10/14
7/10/14
7/24/14
7/23/14
7/24/14
7/25/14
7/29/14
7/10/14
7/3/14
7/19/14
7/3/14
7/3/14
8/16/14
8/28/14
8/22/14
8/24/14
8/28/14
8/24/14
8/28/14
8/12/14
8/28/14
8/27/14
8/11/14
8/13/14
8/27/14
8/13/14
8/13/14
8/28/14
8/13/14
8/13/14
8/31/14
9/10/14
9/10/14
5/24/15
5/24/15
5/27/15
5/16/15
6/27/15
6/15/15
6/15/15
6/28/15
6/28/15
6/28/15
6/28/15
6/18/15
6/12/15
6/8/15
6/8/15
6/19/15
6/19/15
6/19/15
6/18/15
6/29/15
6/30/15
6/16/15
6/19/15
6/21/15
6/21/15
6/20/15
6/23/15
6/2/15
6/2/15
6/22/15
6/25/15
6/18/15
6/23/15
7/11/15
7/24/15
7/22/15
7/22/15
7/22/15
7/22/15
7/22/15
7/22/15
7/12/15
7/2/15
7/12/15
7/11/15
7/11/15
7/11/15
7/7/15
8/15/15
8/25/15
8/4/15
8/19/15
8/29/15
8/6/15
8/30/15
8/30/15
8/30/15
8/10/15
8/30/15
8/30/15
8/1/15
9/6/15
9/6/15
9/6/15
9/6/15
9/7/15
9/6/15
9/19/15
9/7/15
9/1/15
9/4/15
9/6/15
9/4/15
9/4/15
5/19/16
5/19/16
5/19/16
5/29/16
5/30/16
5/30/16
5/30/16
5/25/16
5/28/16
5/21/16
5/28/16
5/19/16
5/19/16
5/19/16
5/19/16
5/10/16
5/10/16
6/13/16
6/22/16
6/24/16
6/9/16
6/9/16
6/9/16
6/9/16
6/22/16
6/22/16
6/15/16
6/14/16
6/14/16
6/24/16
6/15/16
6/24/16
6/22/16
6/24/16
6/24/16
6/24/16
6/24/16
6/24/16
6/15/16
6/16/16
6/24/16
6/25/16
6/24/16
6/8/16
6/17/16
6/16/16
6/9/16
6/18/16
6/15/16
6/26/16
6/9/16
6/18/16
6/19/16
6/18/16
6/18/16
6/28/16
6/28/16
6/16/16
6/29/16
6/30/16
6/16/16
6/20/16
6/20/16
6/30/16
6/12/16
7/30/16
7/2/16
7/11/16
7/30/16
7/3/16
7/23/16
7/5/16
7/5/16
7/3/16
7/3/16
7/15/16
7/16/16
7/13/16
7/18/16
7/22/16
7/6/16
7/5/16
7/25/16
7/7/16
7/7/16
7/27/16
7/8/16
7/7/16
7/7/16
7/8/16
7/8/16
7/31/16
7/21/16
7/31/16
8/17/16
8/24/16
8/15/16
8/16/16
8/16/16
8/6/16
8/6/16
8/6/16
8/21/16
8/21/16
8/21/16
